Use;Name;Module;Scope;User-Def;Executable;Return-Type;Params defining ReturnVal;ReturnAddSecuringMechanism;ReturnRemoveSecuringMechanism;ReturnSource;vulnerable_for;vulnerable_arguments;function to check for vulnerability;Replacement Function
;apd_get_active_symbols;;;false;;;;;;;;;;
;apd_set_pprof_trace;;;false;;;;;;;;;;
;apd_set_session;;;false;;;;;;;;;;
;apd_set_session_trace;;;false;;;;;;;;;;
;apd_set_session_trace_socket;;;false;;;;;;;;;;
;appenditerator;;;false;;;;;;;;;;
;array;;;false;;;;;;;;;;
;array_change_key_case;;;false;;;;;;;;;;
;array_chunk;;;false;;;;;;;;;;
;array_combine;;;false;;;;;;;;;;
;array_count_values;;;false;;;;;;;;;;
;array_diff;;;false;;;;;;;;;;
;array_diff_assoc;;;false;;;;;;;;;;
;array_diff_key;;;false;;;;;;;;;;
;array_diff_uassoc;;;false;;;;;;;;;;
;array_diff_ukey;;;false;;;;;;;;;;
;array_fill;;;false;;;;;;;;;;
;array_fill_keys;;;false;;;;;;;;;;
;array_filter;;;false;;;;;;;;;;
;array_flip;;;false;;;;;;;;;;
;array_intersect;;;false;;;;;;;;;;
;array_intersect_assoc;;;false;;;;;;;;;;
;array_intersect_key;;;false;;;;;;;;;;
;array_intersect_uassoc;;;false;;;;;;;;;;
;array_intersect_ukey;;;false;;;;;;;;;;
;array_key_exists;;;false;;;;;;;;;;
;array_keys;;;false;;;;;;;;;;
;array_map;;;false;;;;;;;;;;
;array_merge;;;false;;;;;;;;;;
;array_merge_recursive;;;false;;;;;;;;;;
;array_multisort;;;false;;;;;;;;;;
;array_pad;;;false;;;;;;;;;;
;array_pop;;;false;;;;;;;;;;
;array_product;;;false;;;;;;;;;;
;array_push;;;false;;;;;;;;;;
;array_rand;;;false;;;;;;;;;;
;array_reduce;;;false;;;;;;;;;;
;array_replace;;;false;;;;;;;;;;
;array_replace_recursive;;;false;;;;;;;;;;
;array_reverse;;;false;;;;;;;;;;
;array_search;;;false;;;;;;;;;;
;array_shift;;;false;;;;;;;;;;
;array_slice;;;false;;;;;;;;;;
;array_splice;;;false;;;;;;;;;;
;array_sum;;;false;;;;;;;;;;
;array_udiff;;;false;;;;;;;;;;
;array_udiff_assoc;;;false;;;;;;;;;;
;array_udiff_uassoc;;;false;;;;;;;;;;
;array_uintersect;;;false;;;;;;;;;;
;array_uintersect_assoc;;;false;;;;;;;;;;
;array_uintersect_uassoc;;;false;;;;;;;;;;
;array_unique;;;false;;;;;;;;;;
;array_unshift;;;false;;;;;;;;;;
;array_values;;;false;;;;;;;;;;
;array_walk;;;false;;;;;;;;;;
;array_walk_recursive;;;false;;;;;;;;;;
;arrayaccess;;;false;;;;;;;;;;
;arrayiterator;;;false;;;;;;;;;;
;arrayobject;;;false;;;;;;;;;;
;arsort;;;false;;;;;;;;;;
;asin;;;false;;;;;;;;;;
;asinh;;;false;;;;;;;;;;
;asort;;;false;;;;;;;;;;
;assert;;;false;;;;;;;;;;
;assert_options;;;false;;;;;;;;;;
;atan;;;false;;;;;;;;;;
;atan2;;;false;;;;;;;;;;
;atanh;;;false;;;;;;;;;;
;autoload;;;false;;;;;;;;;;
;badfunctioncallexception;;;false;;;;;;;;;;
;badmethodcallexception;;;false;;;;;;;;;;
1;base64_decode;;;false;true;string;1;;base64;;;;;
1;base64_encode;;;false;true;string;1;base64;;;;;;
;base_convert;;;false;;;;;;;;;;
1;basename;;;false;true;string;;;;;;;;
;bbcode_add_element;;;false;;;;;;;;;;
;bbcode_add_smiley;;;false;;;;;;;;;;
;bbcode_create;;;false;;;;;;;;;;
;bbcode_destroy;;;false;;;;;;;;;;
;bbcode_parse;;;false;;;;;;;;;;
;bbcode_set_arg_parser;;;false;;;;;;;;;;
;bbcode_set_flags;;;false;;;;;;;;;;
;bcadd;;;false;;;;;;;;;;
;bccomp;;;false;;;;;;;;;;
;bcdiv;;;false;;;;;;;;;;
;bcmod;;;false;;;;;;;;;;
;bcmul;;;false;;;;;;;;;;
;bcompiler_load;;;false;;;;;;;;;;
;bcompiler_load_exe;;;false;;;;;;;;;;
;bcompiler_parse_class;;;false;;;;;;;;;;
;bcompiler_read;;;false;;;;;;;;;;
;bcompiler_write_class;;;false;;;;;;;;;;
;bcompiler_write_constant;;;false;;;;;;;;;;
;bcompiler_write_exe_footer;;;false;;;;;;;;;;
;bcompiler_write_file;;;false;;;;;;;;;;
;bcompiler_write_footer;;;false;;;;;;;;;;
;bcompiler_write_function;;;false;;;;;;;;;;
;bcompiler_write_functions_from_file;;;false;;;;;;;;;;
;bcompiler_write_header;;;false;;;;;;;;;;
;bcompiler_write_included_filename;;;false;;;;;;;;;;
;bcpow;;;false;;;;;;;;;;
;bcpowmod;;;false;;;;;;;;;;
;bcscale;;;false;;;;;;;;;;
;bcsqrt;;;false;;;;;;;;;;
;bcsub;;;false;;;;;;;;;;
;bin2hex;;;false;;;;;;;;;;
;bind_textdomain_codeset;;;false;;;;;;;;;;
;bindec;;;false;;;;;;;;;;
;bindtextdomain;;;false;;;;;;;;;;
;bson_decode;;;false;;;;;;;;;;
;bson_encode;;;false;;;;;;;;;;
;bzclose;;;false;;;;;;;;;;
;bzcompress;;;false;;;;;;;;;;
;bzdecompress;;;false;;;;;;;;;;
;bzerrno;;;false;;;;;;;;;;
;bzerror;;;false;;;;;;;;;;
;bzerrstr;;;false;;;;;;;;;;
;bzflush;;;false;;;;;;;;;;
;bzopen;;;false;;;;;;;;;;
;bzread;;;false;;;;;;;;;;
;bzwrite;;;false;;;;;;;;;;
;cachingiterator;;;false;;;;;;;;;;
;cairo;;;false;;;;;;;;;;
;cairo_create;;;false;;;;;;;;;;
;cairo_font_face_get_type;;;false;;;;;;;;;;
;cairo_font_face_status;;;false;;;;;;;;;;
;cairo_font_options_create;;;false;;;;;;;;;;
;cairo_font_options_equal;;;false;;;;;;;;;;
;cairo_font_options_get_antialias;;;false;;;;;;;;;;
;cairo_font_options_get_hint_metrics;;;false;;;;;;;;;;
;cairo_font_options_get_hint_style;;;false;;;;;;;;;;
;cairo_font_options_get_subpixel_order;;;false;;;;;;;;;;
;cairo_font_options_hash;;;false;;;;;;;;;;
;cairo_font_options_merge;;;false;;;;;;;;;;
;cairo_font_options_set_antialias;;;false;;;;;;;;;;
;cairo_font_options_set_hint_metrics;;;false;;;;;;;;;;
;cairo_font_options_set_hint_style;;;false;;;;;;;;;;
;cairo_font_options_set_subpixel_order;;;false;;;;;;;;;;
;cairo_font_options_status;;;false;;;;;;;;;;
;cairo_format_stride_for_width;;;false;;;;;;;;;;
;cairo_image_surface_create;;;false;;;;;;;;;;
;cairo_image_surface_create_for_data;;;false;;;;;;;;;;
;cairo_image_surface_create_from_png;;;false;;;;;;;;;;
;cairo_image_surface_get_data;;;false;;;;;;;;;;
;cairo_image_surface_get_format;;;false;;;;;;;;;;
;cairo_image_surface_get_height;;;false;;;;;;;;;;
;cairo_image_surface_get_stride;;;false;;;;;;;;;;
;cairo_image_surface_get_width;;;false;;;;;;;;;;
;cairo_matrix_create_scale;;;false;;;;;;;;;;
;cairo_matrix_create_translate;;;false;;;;;;;;;;
;cairo_matrix_invert;;;false;;;;;;;;;;
;cairo_matrix_multiply;;;false;;;;;;;;;;
;cairo_matrix_rotate;;;false;;;;;;;;;;
;cairo_matrix_transform_distance;;;false;;;;;;;;;;
;cairo_matrix_transform_point;;;false;;;;;;;;;;
;cairo_matrix_translate;;;false;;;;;;;;;;
;cairo_pattern_add_color_stop_rgb;;;false;;;;;;;;;;
;cairo_pattern_add_color_stop_rgba;;;false;;;;;;;;;;
;cairo_pattern_create_for_surface;;;false;;;;;;;;;;
;cairo_pattern_create_linear;;;false;;;;;;;;;;
;cairo_pattern_create_radial;;;false;;;;;;;;;;
;cairo_pattern_create_rgb;;;false;;;;;;;;;;
;cairo_pattern_create_rgba;;;false;;;;;;;;;;
;cairo_pattern_get_color_stop_count;;;false;;;;;;;;;;
;cairo_pattern_get_color_stop_rgba;;;false;;;;;;;;;;
;cairo_pattern_get_extend;;;false;;;;;;;;;;
;cairo_pattern_get_filter;;;false;;;;;;;;;;
;cairo_pattern_get_linear_points;;;false;;;;;;;;;;
;cairo_pattern_get_matrix;;;false;;;;;;;;;;
;cairo_pattern_get_radial_circles;;;false;;;;;;;;;;
;cairo_pattern_get_rgba;;;false;;;;;;;;;;
;cairo_pattern_get_surface;;;false;;;;;;;;;;
;cairo_pattern_get_type;;;false;;;;;;;;;;
;cairo_pattern_set_extend;;;false;;;;;;;;;;
;cairo_pattern_set_filter;;;false;;;;;;;;;;
;cairo_pattern_set_matrix;;;false;;;;;;;;;;
;cairo_pattern_status;;;false;;;;;;;;;;
;cairo_pdf_surface_create;;;false;;;;;;;;;;
;cairo_pdf_surface_set_size;;;false;;;;;;;;;;
;cairo_ps_get_levels;;;false;;;;;;;;;;
;cairo_ps_level_to_string;;;false;;;;;;;;;;
;cairo_ps_surface_create;;;false;;;;;;;;;;
;cairo_ps_surface_dsc_begin_page_setup;;;false;;;;;;;;;;
;cairo_ps_surface_dsc_begin_setup;;;false;;;;;;;;;;
;cairo_ps_surface_dsc_comment;;;false;;;;;;;;;;
;cairo_ps_surface_get_eps;;;false;;;;;;;;;;
;cairo_ps_surface_restrict_to_level;;;false;;;;;;;;;;
;cairo_ps_surface_set_eps;;;false;;;;;;;;;;
;cairo_ps_surface_set_size;;;false;;;;;;;;;;
;cairo_scaled_font_create;;;false;;;;;;;;;;
;cairo_scaled_font_extents;;;false;;;;;;;;;;
;cairo_scaled_font_get_ctm;;;false;;;;;;;;;;
;cairo_scaled_font_get_font_face;;;false;;;;;;;;;;
;cairo_scaled_font_get_font_matrix;;;false;;;;;;;;;;
;cairo_scaled_font_get_font_options;;;false;;;;;;;;;;
;cairo_scaled_font_get_scale_matrix;;;false;;;;;;;;;;
;cairo_scaled_font_get_type;;;false;;;;;;;;;;
;cairo_scaled_font_glyph_extents;;;false;;;;;;;;;;
;cairo_scaled_font_status;;;false;;;;;;;;;;
;cairo_scaled_font_text_extents;;;false;;;;;;;;;;
;cairo_surface_copy_page;;;false;;;;;;;;;;
;cairo_surface_create_similar;;;false;;;;;;;;;;
;cairo_surface_finish;;;false;;;;;;;;;;
;cairo_surface_flush;;;false;;;;;;;;;;
;cairo_surface_get_content;;;false;;;;;;;;;;
;cairo_surface_get_device_offset;;;false;;;;;;;;;;
;cairo_surface_get_font_options;;;false;;;;;;;;;;
;cairo_surface_get_type;;;false;;;;;;;;;;
;cairo_surface_mark_dirty;;;false;;;;;;;;;;
;cairo_surface_mark_dirty_rectangle;;;false;;;;;;;;;;
;cairo_surface_set_device_offset;;;false;;;;;;;;;;
;cairo_surface_set_fallback_resolution;;;false;;;;;;;;;;
;cairo_surface_show_page;;;false;;;;;;;;;;
;cairo_surface_status;;;false;;;;;;;;;;
;cairo_surface_write_to_png;;;false;;;;;;;;;;
;cairo_svg_surface_create;;;false;;;;;;;;;;
;cairo_svg_surface_restrict_to_version;;;false;;;;;;;;;;
;cairo_svg_version_to_string;;;false;;;;;;;;;;
;cairoantialias;;;false;;;;;;;;;;
;cairocontent;;;false;;;;;;;;;;
;cairocontext;;;false;;;;;;;;;;
;cairoexception;;;false;;;;;;;;;;
;cairoextend;;;false;;;;;;;;;;
;cairofillrule;;;false;;;;;;;;;;
;cairofilter;;;false;;;;;;;;;;
;cairofontface;;;false;;;;;;;;;;
;cairofontoptions;;;false;;;;;;;;;;
;cairofontslant;;;false;;;;;;;;;;
;cairofonttype;;;false;;;;;;;;;;
;cairofontweight;;;false;;;;;;;;;;
;cairoformat;;;false;;;;;;;;;;
;cairogradientpattern;;;false;;;;;;;;;;
;cairohintmetrics;;;false;;;;;;;;;;
;cairohintstyle;;;false;;;;;;;;;;
;cairoimagesurface;;;false;;;;;;;;;;
;cairolineargradient;;;false;;;;;;;;;;
;cairolinecap;;;false;;;;;;;;;;
;cairolinejoin;;;false;;;;;;;;;;
;cairomatrix;;;false;;;;;;;;;;
;cairooperator;;;false;;;;;;;;;;
;cairopath;;;false;;;;;;;;;;
;cairopattern;;;false;;;;;;;;;;
;cairopatterntype;;;false;;;;;;;;;;
;cairopdfsurface;;;false;;;;;;;;;;
;cairopslevel;;;false;;;;;;;;;;
;cairopssurface;;;false;;;;;;;;;;
;cairoradialgradient;;;false;;;;;;;;;;
;cairoscaledfont;;;false;;;;;;;;;;
;cairosolidpattern;;;false;;;;;;;;;;
;cairostatus;;;false;;;;;;;;;;
;cairosubpixelorder;;;false;;;;;;;;;;
;cairosurface;;;false;;;;;;;;;;
;cairosurfacepattern;;;false;;;;;;;;;;
;cairosurfacetype;;;false;;;;;;;;;;
;cairosvgsurface;;;false;;;;;;;;;;
;cairosvgversion;;;false;;;;;;;;;;
;cairotoyfontface;;;false;;;;;;;;;;
;cal_days_in_month;;;false;;;;;;;;;;
;cal_from_jd;;;false;;;;;;;;;;
;cal_info;;;false;;;;;;;;;;
;cal_to_jd;;;false;;;;;;;;;;
;calcul_hmac;;;false;;;;;;;;;;
;calculhmac;;;false;;;;;;;;;;
;call_user_func;;;false;;;;;;;;;;
;call_user_func_array;;;false;;;;;;;;;;
;call_user_method;;;false;;;;;;;;;;
;call_user_method_array;;;false;;;;;;;;;;
;callbackfilteriterator;;;false;;;;;;;;;;
;ceil;;;false;;;;;;;;;;
;chdb;;;false;;;;;;;;;;
;chdb_create;;;false;;;;;;;;;;
;chdir;;;false;;;;;;;;;;
;checkdate;;;false;;;;;;;;;;
;checkdnsrr;;;false;;;;;;;;;;
;chgrp;;;false;;;;;;;;;;
;chmod;;;false;;;;;;;;;;
;chop;;;false;;;;;;;;;;
;chown;;;false;;;;;;;;;;
;chr;;;false;;;;;;;;;;
;chroot;;;false;;;;;;;;;;
;chunk_split;;;false;;;;;;;;;;
;class_alias;;;false;;;;;;;;;;
;class_exists;;;false;;;;;;;;;;
;class_implements;;;false;;;;;;;;;;
;class_parents;;;false;;;;;;;;;;
;class_uses;;;false;;;;;;;;;;
;classkit_import;;;false;;;;;;;;;;
;classkit_method_add;;;false;;;;;;;;;;
;classkit_method_copy;;;false;;;;;;;;;;
;classkit_method_redefine;;;false;;;;;;;;;;
;classkit_method_remove;;;false;;;;;;;;;;
;classkit_method_rename;;;false;;;;;;;;;;
;clearstatcache;;;false;;;;;;;;;;
;closedir;;;false;;;;;;;;;;
;closelog;;;false;;;;;;;;;;
;closure;;;false;;;;;;;;;;
;collator;;;false;;;;;;;;;;
;com;;;false;;;;;;;;;;
;com_addref;;;false;;;;;;;;;;
;com_create_guid;;;false;;;;;;;;;;
;com_event_sink;;;false;;;;;;;;;;
;com_get;;;false;;;;;;;;;;
;com_get_active_object;;;false;;;;;;;;;;
;com_invoke;;;false;;;;;;;;;;
;com_isenum;;;false;;;;;;;;;;
;com_load;;;false;;;;;;;;;;
;com_load_typelib;;;false;;;;;;;;;;
;com_message_pump;;;false;;;;;;;;;;
;com_print_typeinfo;;;false;;;;;;;;;;
;com_propget;;;false;;;;;;;;;;
;com_propput;;;false;;;;;;;;;;
;com_propset;;;false;;;;;;;;;;
;com_release;;;false;;;;;;;;;;
;com_set;;;false;;;;;;;;;;
;compact;;;false;;;;;;;;;;
;cond;;;false;;;;;;;;;;
;connection_aborted;;;false;;;;;;;;;;
;connection_status;;;false;;;;;;;;;;
;connection_timeout;;;false;;;;;;;;;;
;constant;;;false;;;;;;;;;;
;convert_cyr_string;;;false;;;;;;;;;;
;convert_uudecode;;;false;;;;;;;;;;
;convert_uuencode;;;false;;;;;;;;;;
;copy;;;false;;;;;;;;;;
;cos;;;false;;;;;;;;;;
;cosh;;;false;;;;;;;;;;
1;count;;;false;true;int;;;;;;;;
;count_chars;;;false;;;;;;;;;;
;countable;;;false;;;;;;;;;;
;crack_check;;;false;;;;;;;;;;
;crack_closedict;;;false;;;;;;;;;;
;crack_getlastmessage;;;false;;;;;;;;;;
;crack_opendict;;;false;;;;;;;;;;
;crc32;;;false;;;;;;;;;;
;create_function;;;false;;;;;;;;;;
;crypt;;;false;;;;;;;;;;
;ctype_alnum;;;false;;;;;;;;;;
;ctype_alpha;;;false;;;;;;;;;;
;ctype_cntrl;;;false;;;;;;;;;;
;ctype_digit;;;false;;;;;;;;;;
;ctype_graph;;;false;;;;;;;;;;
;ctype_lower;;;false;;;;;;;;;;
;ctype_print;;;false;;;;;;;;;;
;ctype_punct;;;false;;;;;;;;;;
;ctype_space;;;false;;;;;;;;;;
;ctype_upper;;;false;;;;;;;;;;
;ctype_xdigit;;;false;;;;;;;;;;
;cubrid_affected_rows;;;false;;;;;;;;;;
;cubrid_bind;;;false;;;;;;;;;;
;cubrid_client_encoding;;;false;;;;;;;;;;
;cubrid_close;;;false;;;;;;;;;;
;cubrid_close_prepare;;;false;;;;;;;;;;
;cubrid_close_request;;;false;;;;;;;;;;
;cubrid_col_get;;;false;;;;;;;;;;
;cubrid_col_size;;;false;;;;;;;;;;
;cubrid_column_names;;;false;;;;;;;;;;
;cubrid_column_types;;;false;;;;;;;;;;
;cubrid_commit;;;false;;;;;;;;;;
;cubrid_connect;;;false;;;;;;;;;;
;cubrid_connect_with_url;;;false;;;;;;;;;;
;cubrid_current_oid;;;false;;;;;;;;;;
;cubrid_data_seek;;;false;;;;;;;;;;
;cubrid_db_name;;;false;;;;;;;;;;
;cubrid_disconnect;;;false;;;;;;;;;;
;cubrid_drop;;;false;;;;;;;;;;
;cubrid_errno;;;false;;;;;;;;;;
;cubrid_error;;;false;;;;;;;;;;
;cubrid_error_code;;;false;;;;;;;;;;
;cubrid_error_code_facility;;;false;;;;;;;;;;
;cubrid_error_msg;;;false;;;;;;;;;;
;cubrid_execute;;;false;;;;;;;;;;
;cubrid_fetch;;;false;;;;;;;;;;
;cubrid_fetch_array;;;false;;;;;;;;;;
;cubrid_fetch_assoc;;;false;;;;;;;;;;
;cubrid_fetch_field;;;false;;;;;;;;;;
;cubrid_fetch_lengths;;;false;;;;;;;;;;
;cubrid_fetch_object;;;false;;;;;;;;;;
;cubrid_fetch_row;;;false;;;;;;;;;;
;cubrid_field_flags;;;false;;;;;;;;;;
;cubrid_field_len;;;false;;;;;;;;;;
;cubrid_field_name;;;false;;;;;;;;;;
;cubrid_field_seek;;;false;;;;;;;;;;
;cubrid_field_table;;;false;;;;;;;;;;
;cubrid_field_type;;;false;;;;;;;;;;
;cubrid_free_result;;;false;;;;;;;;;;
;cubrid_get;;;false;;;;;;;;;;
;cubrid_get_autocommit;;;false;;;;;;;;;;
;cubrid_get_charset;;;false;;;;;;;;;;
;cubrid_get_class_name;;;false;;;;;;;;;;
;cubrid_get_client_info;;;false;;;;;;;;;;
;cubrid_get_db_parameter;;;false;;;;;;;;;;
;cubrid_get_query_timeout;;;false;;;;;;;;;;
;cubrid_get_server_info;;;false;;;;;;;;;;
;cubrid_insert_id;;;false;;;;;;;;;;
;cubrid_is_instance;;;false;;;;;;;;;;
;cubrid_list_dbs;;;false;;;;;;;;;;
;cubrid_load_from_glo;;;false;;;;;;;;;;
;cubrid_lob2_bind;;;false;;;;;;;;;;
;cubrid_lob2_close;;;false;;;;;;;;;;
;cubrid_lob2_export;;;false;;;;;;;;;;
;cubrid_lob2_import;;;false;;;;;;;;;;
;cubrid_lob2_new;;;false;;;;;;;;;;
;cubrid_lob2_read;;;false;;;;;;;;;;
;cubrid_lob2_seek;;;false;;;;;;;;;;
;cubrid_lob2_seek64;;;false;;;;;;;;;;
;cubrid_lob2_size;;;false;;;;;;;;;;
;cubrid_lob2_size64;;;false;;;;;;;;;;
;cubrid_lob2_tell;;;false;;;;;;;;;;
;cubrid_lob2_tell64;;;false;;;;;;;;;;
;cubrid_lob2_write;;;false;;;;;;;;;;
;cubrid_lob_close;;;false;;;;;;;;;;
;cubrid_lob_export;;;false;;;;;;;;;;
;cubrid_lob_get;;;false;;;;;;;;;;
;cubrid_lob_send;;;false;;;;;;;;;;
;cubrid_lob_size;;;false;;;;;;;;;;
;cubrid_lock_read;;;false;;;;;;;;;;
;cubrid_lock_write;;;false;;;;;;;;;;
;cubrid_move_cursor;;;false;;;;;;;;;;
;cubrid_new_glo;;;false;;;;;;;;;;
;cubrid_next_result;;;false;;;;;;;;;;
;cubrid_num_cols;;;false;;;;;;;;;;
;cubrid_num_fields;;;false;;;;;;;;;;
;cubrid_num_rows;;;false;;;;;;;;;;
;cubrid_pconnect;;;false;;;;;;;;;;
;cubrid_pconnect_with_url;;;false;;;;;;;;;;
;cubrid_ping;;;false;;;;;;;;;;
;cubrid_prepare;;;false;;;;;;;;;;
;cubrid_put;;;false;;;;;;;;;;
;cubrid_query;;;false;;;;;;;;;;
;cubrid_real_escape_string;;;false;;;;;;;;;;
;cubrid_result;;;false;;;;;;;;;;
;cubrid_rollback;;;false;;;;;;;;;;
;cubrid_save_to_glo;;;false;;;;;;;;;;
;cubrid_schema;;;false;;;;;;;;;;
;cubrid_send_glo;;;false;;;;;;;;;;
;cubrid_seq_drop;;;false;;;;;;;;;;
;cubrid_seq_insert;;;false;;;;;;;;;;
;cubrid_seq_put;;;false;;;;;;;;;;
;cubrid_set_add;;;false;;;;;;;;;;
;cubrid_set_autocommit;;;false;;;;;;;;;;
;cubrid_set_db_parameter;;;false;;;;;;;;;;
;cubrid_set_drop;;;false;;;;;;;;;;
;cubrid_set_query_timeout;;;false;;;;;;;;;;
;cubrid_unbuffered_query;;;false;;;;;;;;;;
;cubrid_version;;;false;;;;;;;;;;
;curl_close;;;false;;;;;;;;;;
;curl_copy_handle;;;false;;;;;;;;;;
;curl_errno;;;false;;;;;;;;;;
;curl_error;;;false;;;;;;;;;;
;curl_exec;;;false;;;;;;;;;;
;curl_getinfo;;;false;;;;;;;;;;
;curl_init;;;false;;;;;;;;;;
;curl_multi_add_handle;;;false;;;;;;;;;;
;curl_multi_close;;;false;;;;;;;;;;
;curl_multi_exec;;;false;;;;;;;;;;
;curl_multi_getcontent;;;false;;;;;;;;;;
;curl_multi_info_read;;;false;;;;;;;;;;
;curl_multi_init;;;false;;;;;;;;;;
;curl_multi_remove_handle;;;false;;;;;;;;;;
;curl_multi_select;;;false;;;;;;;;;;
;curl_setopt;;;false;;;;;;;;;;
;curl_setopt_array;;;false;;;;;;;;;;
;curl_version;;;false;;;;;;;;;;
;current;;;false;;;;;;;;;;
;cyrus_authenticate;;;false;;;;;;;;;;
;cyrus_bind;;;false;;;;;;;;;;
;cyrus_close;;;false;;;;;;;;;;
;cyrus_connect;;;false;;;;;;;;;;
;cyrus_query;;;false;;;;;;;;;;
;cyrus_unbind;;;false;;;;;;;;;;
;date;;;false;;;;;;;;;;
;date_add;;;false;;;;;;;;;;
;date_create;;;false;;;;;;;;;;
;date_create_from_format;;;false;;;;;;;;;;
;date_date_set;;;false;;;;;;;;;;
;date_default_timezone_get;;;false;;;;;;;;;;
;date_default_timezone_set;;;false;;;;;;;;;;
;date_diff;;;false;;;;;;;;;;
;date_format;;;false;;;;;;;;;;
;date_get_last_errors;;;false;;;;;;;;;;
;date_interval_create_from_date_string;;;false;;;;;;;;;;
;date_interval_format;;;false;;;;;;;;;;
;date_isodate_set;;;false;;;;;;;;;;
;date_modify;;;false;;;;;;;;;;
;date_offset_get;;;false;;;;;;;;;;
;date_parse;;;false;;;;;;;;;;
;date_parse_from_format;;;false;;;;;;;;;;
;date_sub;;;false;;;;;;;;;;
;date_sun_info;;;false;;;;;;;;;;
;date_sunrise;;;false;;;;;;;;;;
;date_sunset;;;false;;;;;;;;;;
;date_time_set;;;false;;;;;;;;;;
;date_timestamp_get;;;false;;;;;;;;;;
;date_timestamp_set;;;false;;;;;;;;;;
;date_timezone_get;;;false;;;;;;;;;;
;date_timezone_set;;;false;;;;;;;;;;
;dateinterval;;;false;;;;;;;;;;
;dateperiod;;;false;;;;;;;;;;
;datetime;;;false;;;;;;;;;;
;datetimezone;;;false;;;;;;;;;;
;db2_autocommit;;;false;;;;;;;;;;
;db2_bind_param;;;false;;;;;;;;;;
;db2_client_info;;;false;;;;;;;;;;
;db2_close;;;false;;;;;;;;;;
;db2_column_privileges;;;false;;;;;;;;;;
;db2_columns;;;false;;;;;;;;;;
;db2_commit;;;false;;;;;;;;;;
;db2_conn_error;;;false;;;;;;;;;;
;db2_conn_errormsg;;;false;;;;;;;;;;
;db2_connect;;;false;;;;;;;;;;
;db2_cursor_type;;;false;;;;;;;;;;
;db2_escape_string;;;false;;;;;;;;;;
;db2_exec;;;false;;;;;;;;;;
;db2_execute;;;false;;;;;;;;;;
;db2_fetch_array;;;false;;;;;;;;;;
;db2_fetch_assoc;;;false;;;;;;;;;;
;db2_fetch_both;;;false;;;;;;;;;;
;db2_fetch_object;;;false;;;;;;;;;;
;db2_fetch_row;;;false;;;;;;;;;;
;db2_field_display_size;;;false;;;;;;;;;;
;db2_field_name;;;false;;;;;;;;;;
;db2_field_num;;;false;;;;;;;;;;
;db2_field_precision;;;false;;;;;;;;;;
